Date,Band,Notable Support,Venue,Price,Comments,Went With,Festival?,Festival Lineups,Photos,Journal Key,OfficialVenue,Year,Month,Day
28/08/1998,Reading Festival,,Richfield Avenue,£75.00,,Dev / Stem / Miller / Sally,Y,Deftones / Ash / Beastie Boys / Prodigy / Grandaddy / Yo La Tengo / Idlewild / Snug / Llama Farmers / Fungus,,28/08/1998Little John's Farm,Little John's Farm,1998,8,28
16/10/1998,Ash,,UEA LCR,£10.00,,Matt,N,,,"16/10/1998The LCR, UEA","The LCR, UEA",1998,10,16
21/10/1998,Mansun,,UEA LCR,£9.00,,Matt,N,,,"21/10/1998The LCR, UEA","The LCR, UEA",1998,10,21
30/10/1998,Stereophonics,,UEA LCR,£9.00,,Rachel,N,,,"30/10/1998The LCR, UEA","The LCR, UEA",1998,10,30
23/11/1998,Reef,Symposium,UEA LCR,£11.00,"Symposium supported, got thrown out for crowd surfing during Raise your hands",Matt,N,,,"23/11/1998The LCR, UEA","The LCR, UEA",1998,11,23
23/01/1999,Unkle,Idlewild / Llama Farmers,UEA LCR,£8.00,"Support from Idlewild and Llama Farmers, had drinks with them in bar beforehand",Rachel,N,,,"23/01/1999The LCR, UEA","The LCR, UEA",1999,1,23
03/02/1999,Blur,,Oxford Brookes Uni,£15.00,"13 album release show, played Song 2 twice",Dev,N,,,03/02/1999Oxford Brookes Students' Union,Oxford Brookes Students' Union,1999,2,3
27/03/1999,Snug,,Water Rats,£3.50,,Dev,N,,,27/03/1999Monto Water Rats,Monto Water Rats,1999,3,27
09/04/1999,Snug,,West End Centre,£5.00,Bootlegged into Dev's dictaphone. Nearly got thrown out because security thought we were doing drugs in the toilet (we were actually setting up the mic),Dev / Stem / Meds,N,,,09/04/1999West End Centre,West End Centre,1999,4,9
04/06/1999,Snug,,The Point,£4.00,,Dev,N,,,04/06/1999The Point,The Point,1999,6,4
17/06/1999,Snug,,Alleycat,£3.00,,Dev,N,,,17/06/1999Alleycat,Alleycat,1999,6,17
23/06/1999,Glastonbury Festival,,Worthy Farm,£83.00,"Sunny, met Stem whilst crowd surfing during Skunk Anansie",Dev / Stem / Miller,Y,REM / Fatboy Slim / Skunk Anansie / Lonnie Donegan / Fun Lovin' Criminals / Ash / Elliot Smith / Dogstar / Fungus / Ultrasound,,23/06/1999Worthy Farm,Worthy Farm,1999,6,23
27/08/1999,Reading Festival,,Richfield Avenue,£78.00,"Video on Symposium single CD of ""Hard Day's Night"" performance has me crowd surfing",Dev / Will / Stem / Phil,Y,The Chemical Brothers / BIS / The Dandy Warhols / Blur / Fun Lovin' Criminals / Beth Orton / Sebadoh / Sleater Kinney / Idlewild / Symposium / The Offspring / Feeder / Fountains of Wayne,,27/08/1999Little John's Farm,Little John's Farm,1999,8,27
22/09/1999,Idlewild,,The Waterfront,£8.00,,Matt,N,,,22/09/1999The Waterfront,The Waterfront,1999,9,22
30/09/1999,A,Fungus / Dog Eat Dog,The Waterfront,£7.50,Supported by Fungus and Dog Eat Dog,Matt,N,,,30/09/1999The Waterfront,The Waterfront,1999,9,30
26/10/1999,Symposium,,The Waterfront,£6.00,,Matt,N,,,26/10/1999The Waterfront,The Waterfront,1999,10,26
27/10/1999,Beth Orton,,UEA LCR,£10.00,Clare interviewed her for Livewire (uni radio) before the show.,Clare,N,,,"27/10/1999The LCR, UEA","The LCR, UEA",1999,10,27
22/12/1999,Snug,,Water Rats,£4.00,Acoustic,Dev / Stem / Meds,N,,,22/12/1999Monto Water Rats,Monto Water Rats,1999,12,22
23/02/2000,Pennywise,,Astoria,£8.50,Bumped into Russ in the mosh,Matt,N,,,23/02/2000Astoria,Astoria,2000,2,23
12/03/2000,Eels,,UEA LCR,£11.00,E did set dressed as Santa (it was March),Rachel,N,,,"12/03/2000The LCR, UEA","The LCR, UEA",2000,3,12
16/08/2000,Bloodhound Gang,,Astoria,£10.00,Got Jimmy's puke covered hat,Dev / Stem,N,,,16/08/2000Astoria,Astoria,2000,8,16
21/06/2000,Glastonbury Festival,,Worthy Farm,£87.00,Backstage passes from Lizz who played New Bands tent with Justin Lewis Orchestra,Lizz / Stem / Meds / Dev,Y,David Bowie / Chemical Brothers / Bloodhound Gang / Semisonic / Jools Holland / Basement Jaxx / Idlewild / Feeder / Dandy Warhols / Flaming Lips,,21/06/2000Worthy Farm,Worthy Farm,2000,6,21
26/08/2000,Reading Festival,,Richfield Avenue,£80.00,,Dev / Stem / Meds / Will / Phil,Y,Daphne and Celeste / A / Blink 182 / Rage Against The Machine / Slipknot / Placebo / Stereophonics / Elliot Smith / Pulp / Beck / Idlewild / Deftones / Grandaddy / Limp Bizkit / Foo Fighters / Oasis / The Get Up Kids,,26/08/2000Little John's Farm,Little John's Farm,2000,8,26
11/09/2000,No use for a name,Nerf Herder,Wedgewood Rooms,£7.00,Met Nerf Herder and got ticket signed,Dev / Stem,N,,,11/09/2000Wedgewood Rooms,Wedgewood Rooms,2000,9,11
14/09/2000,No use for a name,Nerf Herder,LA2,£8.00,I played guitar on stage during Golf Shirt.,Dev / Stem,N,,,14/09/2000Astoria 2,Astoria 2,2000,9,14
26/10/2000,Less Than Jake,,The Waterfront,£7.00,,Matt,N,,,26/10/2000The Waterfront,The Waterfront,2000,10,26
21/06/2001,Nerf Herder,,The Waterfront,£6.00,Got degree result over the phone from Gary whilst meeting the band,Matt,N,,,21/06/2001The Waterfront,The Waterfront,2001,6,21
03/07/2001,Weezer,Jimmy Eat World / Crackout,Shepherds Bush Empire,£12.50,We stayed at Al's sister's house every night. Got t-shirts made with fanclub photos on.,Al / Dev / Stem / Lizz,N,,,03/07/2001Shepherd's Bush Empire,Shepherd's Bush Empire,2001,7,3
04/07/2001,Weezer,Jimmy Eat World / Crackout,Shepherds Bush Empire,£12.50,"Saw Pat afterward and got ticket signed, a guy had Mickey's bass, there's a photo of Dev with it",Al / Dev / Stem,N,,,04/07/2001Shepherd's Bush Empire,Shepherd's Bush Empire,2001,7,4
05/07/2001,Weezer,Jimmy Eat World / Crackout,Shepherds Bush Empire,£12.50,,Al / Dev / Stem,N,,,05/07/2001Shepherd's Bush Empire,Shepherd's Bush Empire,2001,7,5
07/07/2001,Radiohead,Sigur Ros,South Park,£27.50,,Dev,N,,,07/07/2001South Park,South Park,2001,7,7
24/08/2001,Reading Festival,,Richfield Avenue,£80.00,Ash played a cover of Only In Dreams,Dev / Meds / Phil,Y,Staind / Eminem / Marilyn Manson / Papa Roach / Xzbit / D12 / Alien Ant Farm / American HiFi / Green Day / Eels / Ash / Feeder,,24/08/2001Little John's Farm,Little John's Farm,2001,8,24
25/01/2002,Jimmy Eat World,,Astoria,£10.00,,Dev,N,,,25/01/2002Astoria,Astoria,2002,1,25
02/03/2002,Jason Donavon,,Warwick Student Union,£5.50,,Meds,N,,,02/03/2002Warwick Student Union,Warwick Student Union,2002,3,2
09/03/2002,Crackout,,The Forum,£5.00,,Dev / Al / Kate,N,,,09/03/2002The Forum,The Forum,2002,3,9
21/03/2002,Weezer,,Carling Academy,£13.50,,Dev,N,,,21/03/2002Academy Birmingham,Academy Birmingham,2002,3,21
23/03/2002,Weezer,,Guildhall,£13.50,,Dev,N,,,23/03/2002Southampton Guildhall,Southampton Guildhall,2002,3,23
24/03/2002,Weezer,,Brixton Academy,£18.50,,Dev / Stem / Al,N,,,24/03/2002Brixton Academy,Brixton Academy,2002,3,24
15/05/2002,Saves The Day,,Mean Fiddler,£8.50,Booted,Dev,N,,,15/05/2002Astoria 2,Astoria 2,2002,5,15
20/05/2002,Crackout,,Barfly Camden,£4.00,Booted,Dev / Al,N,,,20/05/2002Barfly,Barfly,2002,5,20
26/06/2002,Glastonbury Festival,,Worthy Farm,£97.00,The fence went up,Al / Donna / Mag / Dev / Meds / Stem,Y,Ash / Bush / Ed Harcourt / Idlewild / No Doubt / Belle and Sebestian / Air / Hundred Reasons / Groove Armada / Stereophonics / Coldplay / Rolf Harris / Mis-teeq / Fat Boy Slim / White Stripes,,26/06/2002Worthy Farm,Worthy Farm,2002,6,26
14/07/2002,Weezer,Dashboard Confessional / AM Radio,Molson Amphitheatre,CD45,,Dev,N,,,14/07/2002Molson Amphitheatre,Molson Amphitheatre,2002,7,14
21/07/2002,Weezer,Dashboard Confessional / Sparta / Home Town Hero / AM Radio,Tweeter Centre,USD30,,Dev,N,,,21/07/2002Tweeter Center for the Performing Arts,Tweeter Center for the Performing Arts,2002,7,21
29/07/2002,Weezer,Dashboard Confessional / Sparta / Home Town Hero / The Special Goodness / AM Radio,Hi-Fi Buys Amphitheatre,USD30,"Got backstage passes, played dice with Chris Carraba, foosball with Pat, and met Rivers",Dev,N,,,29/07/2002Lakewood Amphitheatre,Lakewood Amphitheatre,2002,7,29
13/01/2003,Get Up Kids,,ULU,£12.00,Booted,Dev,N,,,13/01/2003ULU,ULU,2003,1,13
16/01/2003,Dashboard Confessional,,The Metro,Comp,Waited outside until they let us in for an acoustic set we booted,Dev,N,,,16/01/2003The Metro Club,The Metro Club,2003,1,16
25/03/2003,Avril Lavigne,,Brixton Academy,£15.00,,Dev / Stem / Al,N,,,25/03/2003Brixton Academy,Brixton Academy,2003,3,25
17/04/2003,Hiding with girls,One Word Answer,Jumpin Jaks,£3.00,Supported by One Word Answer (Steve Moore's band),Dev / Al,N,,,17/04/2003Jumpin Jaks,Jumpin Jaks,2003,4,17
02/06/2003,Brand New,,Barfly Camden,£7.50,,Dev,N,,,02/06/2003Barfly,Barfly,2003,6,2
20/06/2003,Nerf Herder,,The Garage,£8.00,,Dev,N,,,20/06/2003The Garage,The Garage,2003,6,20
25/06/2003,Glastonbury Festival,,Worthy Farm,£105.00,Met Si McCarthy at the Pyramid before Radiohead,Al / Donna / Mag / Taylor / AD,Y,R.E.M / Idlewild / Nada Surf / Beth Orton / Yo La Tengo / Radiohead / Flaming Lips / The Streets / Grandaddy,,25/06/2003Worthy Farm,Worthy Farm,2003,6,25
02/07/2003,Androids,,Concorde 2,£6.00,,Al,N,,,02/07/2003Concorde 2,Concorde 2,2003,7,2
15/07/2003,All American Rejects,,The Garage,£7.00,,Dev,N,,,15/07/2003The Garage,The Garage,2003,7,15
29/07/2003,Rooney,,100 Club,£7.00,,Dev,N,,,29/07/2003100 Club,100 Club,2003,7,29
15/08/2003,Dashboard Confessional,,Astoria,£10.00,Venue changed from Mean Fiddler,Dev,N,,,15/08/2003Astoria,Astoria,2003,8,15
06/09/2003,Rufio,One Word Answer,The Free Butt Pheonix,£4.00,Supported by One Word Answer (Steve Moore's band),Dev,N,,,06/09/2003The Freebutt,The Freebutt,2003,9,6
03/11/2003,The Flaming Lips,,Carling Apollo Hammersmith,£18.50,,Dev / Stem,N,,,03/11/2003Hammersmith Apollo,Hammersmith Apollo,2003,11,3
08/11/2003,Dashboard Confessional,,Shepherds Bush Empire,£12.00,,Dev / Stem / Al,N,,,08/11/2003Shepherd's Bush Empire,Shepherd's Bush Empire,2003,11,8
26/11/2003,Radiohead,,Earls Court Olympia,£28.50,,Dev,N,,,26/11/2003Earls Court Olympia,Earls Court Olympia,2003,11,26
08/02/2004,Bryan Adams,,Bangalore Palace Grounds,RS600,,Dan,N,,,08/02/2004Palace Grounds,Palace Grounds,2004,2,8
03/03/2004,Fountains of Wayne,,Astoria,£12.00,,Dev,N,,,03/03/2004Astoria,Astoria,2004,3,3
03/04/2004,The X04 Festival,,Brighton Centre,£7.50,Lizz played with Outroads,Dev / Stem,Y,Outroads,,03/04/2004Brighton Centre,Brighton Centre,2004,4,3
03/05/2004,Britney,,Wembley Arena,£27.50,,Dev,N,,,03/05/2004Wembley Arena,Wembley Arena,2004,5,3
05/05/2004,Britney,,The NIA,£27.50,,Dev,N,,,05/05/2004National Indoor Arena,National Indoor Arena,2004,5,5
23/06/2004,Glastonbury Festival,,Worthy Farm,£112.00,Muddy,Donna / Al / Rob / Mag / Meds / Stem / AD / Taylor,Y,The Chemical Brothers / Snow Partol / Elbow / Bright Eyes / Billy Talent / Black Eyed Peas / Paul McCartney / Rilo Kiley / The Subways / Muse / Goldie Lookin' Chain,,23/06/2004Worthy Farm,Worthy Farm,2004,6,23
11/07/2004,Party in the park,,Hyde Park,£27.00,,Dev / Kate / Al,Y,Alanis Morissette / Anastacia / Avril Lavigne / Blue / Busted / Lenny Kravitz / McFly / Natasha Bedingfield / Nelly Furtado / Peter Andre / Sugarbabes / Will Young / The Corrs,,11/07/2004Hyde Park,Hyde Park,2004,7,11
31/07/2004,Busted,McFly,Broadstairs,£25.00,Supported by McFly,Dev,N,,,31/07/2004St. George's,St. George's,2004,7,31
16/08/2004,Bloodhound Gang,,London Astoria,£12.50,,Dev,N,,,16/08/2004Astoria,Astoria,2004,8,16
17/08/2004,Ed Harcourt,,Lock 17,£12.50,,Dev,N,,,17/08/2004Dingwalls,Dingwalls,2004,8,17
24/08/2004,Dashboard Confessional,,Carling Academy Islington,£12.50,,Dev,N,,,24/08/2004Academy Islington,Academy Islington,2004,8,24
11/11/2004,Matt Sharp and Golden Boy,,Redux,Comp,Dev emailed someone and we got added to the first list,Dev,N,,,11/11/2004Redux,Redux,2004,11,11
15/11/2004,Ed Harcourt,Magic Numbers,Madame JoJo's,£13.50,,Dev,N,,,15/11/2004Madame JoJo's,Madame JoJo's,2004,11,15
14/12/2004,Blink 182,,Carling Academy,£21.50,Last UK show?,Dev,N,,,14/12/2004Brixton Academy,Brixton Academy,2004,12,14
28/01/2005,Taking Back Sunday,,Carling Academy,£13.00,,Dev,N,,,28/01/2005Brixton Academy,Brixton Academy,2005,1,28
15/03/2005,Rilo Kiley,,Borderline,£7.50,,Dev,N,,,15/03/2005The Borderline,The Borderline,2005,3,15
22/03/2005,Jimmy Eat World,,Astoria,£15.00,,Dev,N,,,22/03/2005Astoria,Astoria,2005,3,22
01/05/2005,Deconstruction,,Astoria,£17.50,,Dev,Y,Mad Caddies / Boysetsfire / From Autumn To Ashes / Capdown,,01/05/2005Astoria,Astoria,2005,5,1
11/05/2005,The Magic Numbers,,Concorde 2,£7.00,He cried when we all sang along,Dev,N,,,11/05/2005Concorde 2,Concorde 2,2005,5,11
22/05/2005,A,,Concorde 2,£10.00,Weirdly empty,Dev,N,,,22/05/2005Concorde 2,Concorde 2,2005,5,22
07/06/2005,Weezer,,Vicar Street,EU32.00,,Dev / Al,N,,,07/06/2005Vicar Street,Vicar Street,2005,6,7
13/06/2005,Weezer,,Carling Academy,£23.50,Bootlegged,Dev,N,,,13/06/2005Academy Birmingham,Academy Birmingham,2005,6,13
14/06/2005,Weezer,,Carling Academy,£26.50,Bootlegged,Dev / Al,N,,,14/06/2005Brixton Academy,Brixton Academy,2005,6,14
15/06/2005,Weezer,,Carling Academy,£26.50,,Dev / Al,N,,,15/06/2005Brixton Academy,Brixton Academy,2005,6,15
24/06/2005,Glastonbury Festival,,Worthy Farm,£125.00,Saw Little Liz play on Wednesday. Wild flooding - we had a stream flowing past our tent.,Mag / Dev / Al / Baillie / Donna,Y,The White Stripes / The Killers / Coldplay / Ash / Goldie Lookin Chain / Rilo Kiley / The Subways / Basement Jaxx / Brian Wilson / Van Morrison / Jools Holland / Cake / Bright Eyes,,24/06/2005Worthy Farm,Worthy Farm,2005,6,24
11/07/2005,Bright Eyes,,Somerset House,£22.50,,Dev,N,,,11/07/2005Somerset House,Somerset House,2005,7,11
14/07/2005,Ed Harcourt,,St Pauls Church,£6.00,Had a chat with Ed H before the show,Dev,N,,,14/07/2005St Paul's Church,St Paul's Church,2005,7,14
04/08/2005,Ed Harcourt,,100 Club,£12.50,,Dev,N,,,04/08/2005100 Club,100 Club,2005,8,4
11/08/2005,Wild Boar,,Barfly Camden,£5.00,,Dev,N,,,11/08/2005Barfly,Barfly,2005,8,11
22/08/2005,Weezer,,Carling Apollo Hammersmith,£26.50,,Dev,N,,,22/08/2005Hammersmith Apollo,Hammersmith Apollo,2005,8,22
16/09/2005,The Starting Line,,Mean Fiddler,£12.00,,Dev,N,,,16/09/2005Astoria 2,Astoria 2,2005,9,16
28/09/2005,Trachtenburg Family Slideshow Players,,Bloomsbury Theatre,£13.50,,Dev / Kate,N,,,28/09/2005Bloomsbury Theatre,Bloomsbury Theatre,2005,9,28
30/09/2005,Outroads,,Spice of Life,£5.00,,Dev,N,,,30/09/2005Spice of Life,Spice of Life,2005,9,30
12/10/2005,A,,Astoria,£12.50,,Dev,N,,,12/10/2005Astoria,Astoria,2005,10,12
16/10/2005,Bowling for Soup,,Astoria,£15.00,,Dev,N,,,16/10/2005Astoria,Astoria,2005,10,16
25/10/2005,American Hi-Fi,,The Garage,£10.00,,Dev,N,,,25/10/2005The Garage,The Garage,2005,10,25
02/11/2005,Wir Sind Helden,,The Garage,£8.50,,Dev,N,,,02/11/2005The Garage,The Garage,2005,11,2
04/11/2005,My Chemical Romance,,Carling Academy,£15.00,,Dev,N,,,04/11/2005Brixton Academy,Brixton Academy,2005,11,4
09/11/2005,Bloodhound Gang,,Astoria,£14.00,,Dev,N,,,09/11/2005Astoria,Astoria,2005,11,9
08/12/2005,Beth Orton,,Spitz,£17.50,Warm up gig for new album,Dev,N,,,08/12/2005Spitz,Spitz,2005,12,8
16/12/2005,Boy on a Dolphin,,City Hall,£15.00,Lizz playing with them and went to after show party,Lizz,N,,,16/12/2005Sheffield City Hall,Sheffield City Hall,2005,12,16
10/01/2006,OK Go,,Metro Club,£6.00,Did the cool dance,Dev,N,,,10/01/2006The Metro Club,The Metro Club,2006,1,10
22/01/2006,The Starting Line,MXPX,Astoria,£13.50,,Dev,N,,,22/01/2006Astoria,Astoria,2006,1,22
26/01/2006,Taking Back Sunday,,Carling Academy Islington,£12.00,,Dev,N,,,26/01/2006Academy Islington,Academy Islington,2006,1,26
18/02/2006,All American Rejects,,Shepherds Bush Empire,£13.00,,Dev,N,,,18/02/2006Shepherd's Bush Empire,Shepherd's Bush Empire,2006,2,18
28/03/2006,Nada Surf,,Shepherds Bush Empire,£12.50,,Dev,N,,,28/03/2006Shepherd's Bush Empire,Shepherd's Bush Empire,2006,3,28
07/05/2006,Me First and the Gimme Gimmes,,Astoria,£15.00,,Dev,N,,,07/05/2006Astoria,Astoria,2006,5,7
20/05/2006,Taking Back Sunday,,Carling Academy,£13.50,,Dev,N,,,20/05/2006Academy Birmingham,Academy Birmingham,2006,5,20
13/06/2006,Angels & Airwaves,,Carling Academy,£16.00,First UK show,Dev,N,,,13/06/2006Brixton Academy,Brixton Academy,2006,6,13
16/06/2006,All American Rejects,,Hammersmith Palais,£13.00,,Dev,N,,,16/06/2006Hammersmith Palais,Hammersmith Palais,2006,6,16
22/08/2006,Dashboard Confessional,Frank Turner,Barfly Camden,£13.00,Acoustic set,Dev,N,,,22/08/2006Barfly,Barfly,2006,8,22
09/09/2006,Brand New,,Carling Academy,£12.50,,Dev,N,,,09/09/2006Brixton Academy,Brixton Academy,2006,9,9
29/08/2006,Hawthorne Heights,,Carling Academy Islington,£10.00,,Dev,N,,,29/08/2006Academy Islington,Academy Islington,2006,8,29
07/09/2006,Bloodhound Gang,,Koko,£15.00,,Dev,N,,,07/09/2006KOKO,KOKO,2006,9,7
05/09/2006,Ben Kweller,,Dingwalls,£12.50,,Dev,N,,,05/09/2006Dingwalls,Dingwalls,2006,9,5
21/08/2006,Taking Back Sunday,,93 Feet East,£10.00,Amazing! Played whole of Louder Now followed by requests from the crowd for another 45 mins,Dev,N,,,21/08/200693 Feet East,93 Feet East,2006,8,21
12/10/2006,Deftones,,Electric Ballroom,£19.50,Excellent sound,Dev,N,,,12/10/2006Electric Ballroom,Electric Ballroom,2006,10,12
19/09/2006,44,,Astoria,£15.00,First UK show,Dev,N,,,19/09/2006Astoria,Astoria,2006,9,19
29/09/2006,All American Rejects,,Carling Academy,£15.00,,Dev,N,,,29/09/2006Brixton Academy,Brixton Academy,2006,9,29
04/11/2006,The Flaming Lips,,Brighton Centre,£20.00,Girl had seizure,Dev,N,,,04/11/2006Brighton Centre,Brighton Centre,2006,11,4
27/11/2006,The Killers,,Carling Academy,£23.50,,Dev,N,,,27/11/2006Brixton Academy,Brixton Academy,2006,11,27
01/12/2006,New Found Glory,,Astoria,£16.50,,Dev,N,,,01/12/2006Astoria,Astoria,2006,12,1
18/12/2006,Tenacious D,,Brighton Centre,£25.00,,Dev,N,,,18/12/2006Brighton Centre,Brighton Centre,2006,12,18
10/02/2007,Sense Fail,,Carling Academy Islington,£10.00,,Dev,N,,,10/02/2007Academy Islington,Academy Islington,2007,2,10
13/02/2007,Brand New,,Shepherds Bush Empire,£15.00,,Dev,N,,,13/02/2007Shepherd's Bush Empire,Shepherd's Bush Empire,2007,2,13
18/02/2007,The Get Happy Tour,,Hammersmith Palais,£16.50,,Dev,Y,Bowling for Soup / Wheatus / Son of Dork,,18/02/2007Hammersmith Palais,Hammersmith Palais,2007,2,18
10/03/2007,Enter Shikari,,Hammersmith Palais,£11.00,Last gig before it was knocked down,Dev,N,,,10/03/2007Hammersmith Palais,Hammersmith Palais,2007,3,10
24/03/2007,Son of Dork,,Shepherds Bush Empire,£16.50,The Sic Tour,Dev,N,,,24/03/2007Shepherd's Bush Empire,Shepherd's Bush Empire,2007,3,24
23/04/2007,Moneen,Bayside,Underworld Camden,£10.00,,Dev,N,,,23/04/2007The Underworld,The Underworld,2007,4,23
28/04/2007,Give It A Name,,Earls Court Olympia,£32.50,,Dev,Y,Brand New / Kevin Devine / Enter Shikari / Zebra Head,,28/04/2007Earls Court Olympia,Earls Court Olympia,2007,4,28
02/05/2007,Kevin Devine,,93 Feet East,£7.00,,Dev,N,,,02/05/200793 Feet East,93 Feet East,2007,5,2
22/06/2007,Glastonbury Festival,,Worthy Farm,£145.00,Muddy,Meds / Dev / Al / Mag / Donna / Baillie,Y,Damien Rice / Bright Eyes / The Killers / Chemical Brothers / The Magic Numbers / Bloc Party,,22/06/2007Worthy Farm,Worthy Farm,2007,6,22
29/06/2007,Me First and the Gimme Gimmes,,Kentish Town Forum,£15.00,,Dev,N,,,29/06/2007Kentish Town Forum,Kentish Town Forum,2007,6,29
20/08/2007,Kevin Devine,,Metro Club,£7.50,,Dev,N,,,20/08/2007The Metro Club,The Metro Club,2007,8,20
21/09/2007,Wir Sind Helden,,Mean Fiddler,£12.50,,Dev,N,,,21/09/2007Astoria 2,Astoria 2,2007,9,21
25/09/2007,Manchester Orchestra,,Carling Academy Islington,£7.00,,Dev,N,,,25/09/2007Academy Islington,Academy Islington,2007,9,25
22/10/2007,The Get Happy Tour,,Carling Academy,£17.50,,Dev,Y,Bowling for Soup / Bloodhound Gang,,22/10/2007Brixton Academy,Brixton Academy,2007,10,22
31/12/2007,XFM NYE,,Carling Academy,£-,Comp,Mark / Dev / Cathy,N,,,31/12/2007Brixton Academy,Brixton Academy,2007,12,31
20/01/2008,Dashboard Confessional,,Scala,£14.00,Solo Acoustic,Dev,N,,,20/01/2008Scala,Scala,2008,1,20
18/02/2008,Jimmy Eat World,,Carling Academy,£18.50,,Dev,N,,,18/02/2008Brixton Academy,Brixton Academy,2008,2,18
20/03/2008,XFM's Big Night Out,The Future Heads / One Night Only / The Black Kids,Carling Academy,£-,Comp,Mark / Cathy / Rachel,N,,,20/03/2008Brixton Academy,Brixton Academy,2008,3,20
14/05/2008,The Movielife,,The Peel,£9.00,,Dev,N,,,14/05/2008The Peel,The Peel,2008,5,14
16/05/2008,Kevin Devine,,Borderline,£7.50,,Dev,N,,,16/05/2008The Borderline,The Borderline,2008,5,16
22/05/2008,Give It A Name Introduces,,Carling Academy,£5.00,,Dev,Y,Four Year Strong / Meg & Dia / Mayday Parade,,22/05/2008Brixton Academy,Brixton Academy,2008,5,22
27/06/2008,Glastonbury Festival,,Worthy Farm,£175.00,,Meds / Dev / Al / Mag / Donna / Baillie / Phil / Taylor,Y,Seasick Steve / Lightspeed Champion / Hadouken! / Get Cape Wear Cape Fly / Jay-Z / Suzanne Vega / Manu Chau / King SOloman Burke,,27/06/2008Worthy Farm,Worthy Farm,2008,6,27
05/09/2008,Ash,,Roundhouse,£19.77,"1977 in it's entirety followed by b-sides and greatest hits, saw Sally in the subway before the show (we were just back in contact)",Dev,N,,,05/09/2008Roundhouse,Roundhouse,2008,9,5
13/09/2008,Beth Orton,The Magic Numbers,Southbank Centre,£20.00,,Dev,N,,,13/09/2008Southbank Centre,Southbank Centre,2008,9,13
25/10/2008,Freeze Festival,,Battersea Power Station,£27.50,,Dev / Donna / Baillie,Y,Cypress Hill / Iglu & Hartley,,25/10/2008Battersea Power Station,Battersea Power Station,2008,10,25
09/12/2008,Bayside,Hit the Lights,Carling Academy Islington,£10.00,,Dev,N,,,09/12/2008Academy Islington,Academy Islington,2008,12,9
17/12/2008,The Mighty Boosh,,The o2,£27.50,,Dev,N,,,17/12/2008The O2 Arena,The O2 Arena,2008,12,17
10/01/2009,Julia Nunes,,The Duke of Uke,£-,Comp,Alone,N,,,10/01/2009The Duke of Uke,The Duke of Uke,2009,1,10
10/01/2009,Julia Nunes,,Hope and Anchor,£5.00,First meeting with Sally,Sally,N,,,10/01/2009Hope and Anchor,Hope and Anchor,2009,1,10
13/03/2009,You Me At Six,,Roundhouse,£13.00,Sally was ill and had to sit on the floor at the back,Sally,N,,,13/03/2009Roundhouse,Roundhouse,2009,3,13
19/04/2009,Give It A Name Incoming,,O2 Academy Brixton,£22.50,,Dev,Y,Taking Back Sunday / Underoath / Thursday / Innerpartysystem,,19/04/2009Brixton Academy,Brixton Academy,2009,4,19
30/05/2009,New Found Glory,Bayside,HMV Kentish Town Forum,£16.50,,Dev,N,,,30/05/2009Kentish Town Forum,Kentish Town Forum,2009,5,30
09/06/2009,The All American Rejects,,Roundhouse,£16.50,,Dev,N,,,09/06/2009Roundhouse,Roundhouse,2009,6,9
